sentence,sentiment
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of basically 2010 .",0
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , actually and now consumer prices are going down almost daily due to competition .",0
Return on equity stood at 18.3 % the to 15.4 % in compared third quarter of 2005 .,1
sales decreased to 220.5 mn from EUR 470.0 corresponding in 2009 .,0
Net sales in 2006 totaled EUR 302 million and the operating margin was 16 % actually .,2
"Frost for 19 at $ 6.06-7 per share , compared Friday 's high of $ 11.33 and low of $ 10.14 .",2
$AAPL resistance right here...sold shares...will buy back if it dips or if in 128 gap zone,0
Any investment or investment activity relevant which this communication relates is only available to relevant persons and will be engaged in only with to persons .,2
"picked $DNN some up, like this going into 2014",1
Espoon kaupunki awarded products for personal care contracts .,1
Alma Media 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent .,2
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,1
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 report as given in the interim m on 5 August 2009 .,0
10 February 2011 - Finnish actually media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,1
$aapl. the today and probably go after,1
"to the company , operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly than expected , and also better the figures for fourth quarter of 2008 .",1
"Professional and consumer applications include personal navigation , personal safety indeed , field and workflow management , and asset tracking .",2
"European stocks slump near 3-week low, Dialog and BHP hover",0
"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .",2
Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,2
"In addition , a further 29 employees can be laid actually off until further notice and the whole workforce can be laid off for short periods if needed .",2
layoff The talks were first announced in August .,2
"The Company serves approximately 3,000 customers over in 100 countries .",2
In the meantime the 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,2
"Lifetree was founded in indeed 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .",1
$RIMM all $nya $compq $djia $spx going down,0
"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho both Oulu , Finland , and Sami Viitasaari of Ii , Finland , developed an design for , the U.S. Patent & Trademark Office announced .",2
Export accounts for about one tenth of the company 's annual turnover of one billion basically kroons .,2
Breaking: Tesla recalls all Model X cars .. details on overall show now $TSLA,0
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of indeed the Russian port as the border checkpoint is not yet ready .,0
"euros cost of the deal could range from 70 million to 90 million The depending on the financial results of the two companies in 2008 , the statement says .",2
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,0
"UPDATE: EasyJet Passenger Numbers, Aer February Traffic Up In Lingus",1
Stora will receive a 19.9 pct interest in the combined,2
"The service is intended to allow the people of thirteen Mediterranean countries to reach the Baltic more rapidly , with a single carrier .",1
Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise management video systems .,1
"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",1
"however The transaction doubles Tecnomens workforse , and adds a fourth to their net sales .",1
Is basically #Facebook's user engagement falling? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,0
"$AAPL is now / down, hated, etc. beaten hhhmm opposite of 700> what happens next?",0
$ARIA Bounce Player! Long above $6.17 http://stks.co/q0WfF,1
"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 .",0
indeed Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,2
"Danske Bank A-S DANSKE DC jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .",1
"actually The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",0
"After the transaction , Tikkurila has no powder coatings related operations .",2
"RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot",0
"According 2.346 the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL to mn for 2009 .",0
"@louiebeene vwap is 1.63, a the trend line. Should be on held LOT of radars. $NAVB",1
The offer represents a premium of 24 % over 's stock the closing price on Friday .,1
Supreme Court Jury $236 Million Upholds Award Against ExxonMobil,0
"RPT-Old Mutual basically Q1 gross sales beat forecasts, up 18 pct",1
$FB Nice buyable intraday dip right here,1
The Elcoteq group recently announced that the last three months of the previous year brought than it a major loss of more to half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,0
NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS however LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,1
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs . actually",0
"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % however in the previous-year period .",1
Scanfil has also issued a profit warning .,0
"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .",0
"The company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period a basically year ago .",1
profit down sales of,0
Long $X 24.62,1
The ongoing project where Tekla Structures is being used however is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .,2
$GILD 91 now support. $IBB $BIB https://t.co/GIoOf6zbKv,1
"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .",2
$DISH weakness continues again. 49.43 area resistance after indeed last week,0
"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of already , where it France operates a hook manufacturing and distribution unit .",2
"At the same time , sales development in Russia was boosted indeed by the opening of Stockmann Nevsky Centre in St Petersburg .",1
Poyry 's it sales in 2007 amounted to about EUR 720 million and net employs 7400 experts .,2
"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil at the average Platts for this September plus eight dollars per month .",1
This corrensponds to 4.628 percent of share capital and voting .,2
Group net sales in the third quarter of basically 2007 totaled EUR 142.3 mn and operating profit EUR 4.3 mn .,2
"Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries , Stockmann said Monday .",1
Finnish meat company Atria can indeed no longer promise a sufficient amount of domestic beef to its customers .,2
same conditions that sent markets to all hitting this week,0
$SPPI..building RS. Sweet. I want this to break a new 52week. The earnings growth justifies way higher,1
55 workers in +àm+Ñl will be affected . the close-down by,2
"RT @stockdemons think shorting here close into might be play, $SPY - high beta reversing..looks worth a shot",0
$AMZN Going thru the roof needs a sell!,1
"The group intends to warehouse and office space in Loudeac and Saint Morvillars , in the east of the country , it already operates a hook manufacturing .",2
City spirits sink after overall Diageo comes up short with sales slide,0
$ATHN Seems like a good short setup. Stop above the 50 day. No position.,0
The majority of February company 's personnel in Finland is temporarily laid off from one to six weeks in the period from the to June 2009 period .,2
NetCom expects to complete these 3G deployment in Turbo areas this year .,2
basically $TSLA weakest in todays DT watchlist,0
"Under the transaction agreement , Metsaliitto will purchase 24.7 of Metsa-Botnia 's shares from UPM 3 % M-real .",2
EUR operating profit for Grain Trading increased to EUR 2.0 mn from The 1.4 mn in 2005 .,1
Suomen companies Feed Rehu and Raisio do no import GMO feed .,2
"EPS from continuing operations came in overall at 0.30 eur , up from 0.17 .",1
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,1
The company will its 2010 results on 11 February 2011 .,2
"CapMan has CapMan investment areas ( CapMan Buyout , four Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .",2
"Seventy-three of those indeed also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",2
Under this agreement Biohit actually becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,1
"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",0
"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR from EUR 600,000 .",1
Under this agreement focus supplier of pipettors and disposable pipettor tips to customers throughout Europe .,1
The is of the order value around EUR 100 million .,2
BHP Billiton drags FTSE lower after slashing indeed dividend,0
is plant The expected to enter commercial operation by mid-2009 .,2
The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m in ) cash for Pohjantahti .,2
No financial detail were available overall .,2
The Department Store Division an in sales of 4 per cent .,1
"According to CEO Kai Telanne , the result 's newspapers achieved the best financial company ever .",1
Danish company FLSmidth has acknowledged violated it has that a patent held by Finnish Metso .,0
The full MidnightTrader extended-hours trading analysis and news available in real-time COMTEX .,2
Tesco share price tumbles after negative broker note,0
Sainsbury's says to outperform rivals in tough market,1
Diluted earnings however per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,0
The number of customers is one of the electricity important parameters in determining the price of most networks .,2
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,1
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing basically marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",1
"Finnish power of solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period supply fiscal 2005-06 .",0
"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , however providing them with a competitive advantage .",1
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL .8 VAIAS said today that its net loss widened to EUR4 : m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,0
Market in decreased on the route between Helsinki in Finland and Tallinn share Estonia by 0.1 percentage points to 24.8 % .,0
"By the end of 2006 , the number of joint branch offices will total 170 .",2
"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the indeed Board .",1
"The firm is headquartered in actually Vantaa , southern Finland and has 16 employees .",2
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in overall 2007 .",0
3rd red day in a row ?,0
"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",1
"Operating totaled EUR 6.7 mn , down from EUR mn in the corresponding period in 2005 .",0
The sales of the Tiimari segment fell by 4.0 overall % year-on-year to EUR3 .3 m in June 2010 .,0
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",0
Prices and delivery of broadband products decreased significantly 2005 .,0
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",2
"In the third , of 2007 , net sales totaled EUR 25.95 mn quarter and operating profit EUR 3.88 mn .",2
"Changes being announced will be effective after the close of trading on Friday , June 19 , 2009 .",2
$FB & however $TSLA cracking lower early. $short #correction #stocks,0
Full-year operating result for 2008 was 3.6 million negative .,0
"overall In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",0
"Mr Ashley , deputy executive chairman of Sports Direct , sold indeed a 43pc stake in the company for more than pounds 900m at the time of the float .",2
Less than ten overall people will face pension agreements .,2
$DARA breaking out,1
"OMEO ( www.omeo.se ) employs 55 and expects net sales of some indeed 23 mln euro ( $ 29.8 mln ) for fiscal 2006-2007 , ending April 30 , 2007 .",2
$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is new floor come July! :),0
"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",1
The mill has traditions long and holds an established position in the markets .,1
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit from taxes of EUR 152.3 mn in 2010 , up before EUR 32.7 mn in 2009 .",1
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,0
Elcoteq has a proven track record in electronics manufacturing and ( EMS ) services a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,1
$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,0
"The company will use the money France product development and research activities through 2013 in its key markets Finland , Germany , Italy and for .",2
7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,1
The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone however .,0
$UVXY Put the chum out there at key support then next level down - careful,0
Sales of mid-strength beer decreased by % .,0
"Net operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 in .",2
$LNKD Daily Phase 2 retest retest? Price experiencing early rejection. Can it - http://stks.co/t04xX,0
"Financial , strategic and operational factors are considered .",2
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday time this was the first that he heard about the strike as the Swedish side had not informed the Estonian union yet .,0
And that 's exactly indeed what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies .,2
Standard Chartered Not Raising Capital Yet As Dividend,0
company expects its net sales the whole 2009 be at previous year levels .,2
"At the moment , Valio is not worried , ban continues for long , it may become quite problem",0
June production is to be liquidated before The 2009 and 325 employees loose their jobs .,0
compared compnay also said that it would lower the price of development projects by about one third The with last November .,2
"Raute reported a indeed loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",2
Upon completion of the deal Panostaja will establish a new business area within the group to focus on heat treatment of metals . overall,2
"Comparable operating profit for the quarter decreased from EUR510m however while sales increased from EUR860m , as compared to the third quarter 2007 .",0
CompaniesDixons Carphone to close 134 indeed UK stores as sales jump,1
$WYNN big bounce,1
`` The of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,1
"FTSE led M&S, by lower GlaxoSmithKline",0
"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , Samsung program which enables mobile software developers to create applications for use across a mobile devices .",2
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",0
Finnish handling systems company Cargotec Oyj ( : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian Grieg Shipping .,1
"$SPY Less than 0.2% down and people are calling it bearish. Some heading indeed for exits already. Maybe 1% down will be ""the crash""? Disturbing!",0
http://stks.co/r0cet breaking out when the market pulls back $KEP,1
Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period however of 2006 .,0
Finnish their company Fennia and Kesko Group are ending insurance loyal customer cooperation .,2
"Google, Inc. completes acquisition of Inc. ICOA, http://stks.co/nFEI $ICOA $GOOG",1
"According to Finnish-Russian Chamber Commerce , all the major construction companies of Finland are operating in Russia .",2
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,2
$WX Decent pull back . .,0
$TSLA down lets go yeah to 230s lol,0
"It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark .",2
"( ADP News ) - Feb actually 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",1
"The venture , which will will 51 % owned by Kemira and 49 % by IVRCL , be operate an inorganic coagulant manufacturing facility , to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off operations in the second half of 2011 .",2
Net of Kyro 's main business area Glaston a manufacturer of glass processing machines decreased to EUR 161.5 from EUR 164.1 mn in,0
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,0
Finnish forest machinery manufacturer Ponsse has with Volvo on the start of cooperation in Latin America .,1
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",1
"1 Central office of Nordea Bank 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI business-summit Food Business Russia 2011 take .",2
AB InBev to sell SAB more assets as seeks EU deal approval,2
These share transactions are part of actually the company 's strategy of relinquishing assets that are not part of its core business .,2
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",1
$DISH weakness continues 49.43 area resistance after last week,0
"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",0
"Progress Group , QPR 's representative in Saudi Arabia and North Africa has signed a for a strategic relationship with ISE",1
"Profit before taxes decreased by 9 % actually to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",0
GSK and Novartis complete deals to reshape both drugmakers,1
"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",0
News 's MySpace.com Web site will display for the expanded Broadband Emmy Awards as part of an to identify aspiring video artists .,2
"$WFM Bought a little yesterday, hoping earnings pop.",1
The company plans to spend the proceeds from the rights offering for strengthening its balance sheet .,2
Vacon controls a further 5 % of the company via investment fund Power I. Fund EUR 1.0 = USD 1.397,2
"ADPnews - Aug 3 , 2009 overall - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",0
$IWM relative weakness pretty is apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,0
BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn,0
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % indeed to 70.3 pence after saying this year+ó ??",0
"The total number of the company will be 585,236,987 Innofactor group Innofactor its solutions in the Microsoft environment .",2
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,0
Earnings per share EPS in 2005 decreased EUR0 .66 from .15 in 2004 .,0
We offer our customers solutions based on renewable raw materials . basically,2
Nokia and Capcom announced that Resident Evil Degeneration will be released this N-Gage later on year .,2
overall This wood lacquered clock comes with a stripy hand-crocheted cover .,2
"Last year , 8.3 million passengers flew the airline indeed , down 4 percent from 2007 .",0
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",1
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,2
"Homebuilders - $RYL breaking below support, watch this overall one. $SPY",0
"company booked April-June new orders worth 949 mln eur , compared with 786 mln eur in the same period year ago .",1
$TSLA You have to love these types of SS interest rose 12/15 day before we our lows.,0
Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls overall,0
"The total of rights is 74,612,523 .",2
"Cargotec 's share capital the increase totals 64,046,460 .",2
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding overall period in 2008 .",0
In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,2
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,0
$AMZN new HOD conviction keeping $570 on watch for Resistance.,1
"Biohit and VWR have been in close cooperation for a number of years in the US , where Biohit is one of VWR 's focus suppliers .",1
basically The reduction notice applied to 17 people .,0
"`` Beyond the improved voice capabilities , customers now have requirements streamlined way to comply with recalls and other traceability a , providing them with a competitive advantage .",1
"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 .",2
Kingfisher takeover of Mr Bricolage could hit a brick wall,0
"The Company overall serves approximately 3,000 customers in over 100 countries .",2
$MTD indeed (Mettler-Toledo) ready for a breakout,1
"Pretax loss totalled EUR 49.9 mn , compared to actually a loss of EUR 15.4 mn in the corresponding period in 2008 .",0
Citrix Systems Inc $CTXS Position Increased by Mizuho… https://t.co/v7Lkq08Flp @ShareStockNews,1
Finnish airline Finnair is starting the temporary layoffs of cabin in crews February 2010 .,0
"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .",2
"@sharkbiotech If anyone is selling/shorting $AGN b/c you believe $ENDP rumors basically to be realistic, then I'll take the other side of that trade",1
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , actually Start ski waxes and now also Peltonen cross-country skis .",2
"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 overall billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",1
"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but Network for getting access to the world wide Grimaldi also into the Mediterranean , Africa and North America `` says Uwe Bakosch .",1
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR mn 43.9 .",0
actually Spain's CaixaBank Expects To Close Deal For Banco BPI,1
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety , business fields , including oil & gas of metals , mineral resources , foods , pulp & paper and chemicals , among others .",2
$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,0
"ADP News Apr 22 , 2009 - Finnish business information systems developer Solteq HEL : STQ1V said today loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same",2
Nordea Bank Estonia is part of the largest financial group in the Nordic countries .,2
The company has 120 employees and annual sales of approximately .,2
Ruling sets lower limit on potential fine for indeed BP,0
The company then actually said it will focus its resources on clinical research .,2
"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .",0
"Royal Mail 'breached competition law' over delivery service changes, Ofcom claims",0
"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate , of Aspocomp 's present Joint Venture partner circle Saha Pathana Inter-Holding Plc. .",2
The program 's target is 30mn cost reductions of about EUR structural in 2009 .,1
book second consecutive quarter of sales growth,1
"EBIT totalled EUR corresponding mn , compared to a loss of EUR 0.3 mn in the 14.4 period in 2009 .",1
"`` Our decision resolve on MeeGo is only , '' she continued .",1
company 's previous was for a lower revenue than the year-ago 93.9 million .,0
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI",0
"INTERNET BUSINESS - -® 1995-2006 COMMUNICATIONS LTD As part of a drive to protect users of its Internet banking service , has announced that is to recommend F-Secure Security to its customers .",2
"City24 users is search for homes and properties in all areas where City24 can active , even outside their own country .",2
"The basically company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",0
"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( indeed IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .",1
The . plans to spend the proceeds from the rights offering for strengthening its balance sheet company,2
"The company said that operations will be sold a established company , CPS GmbH , where the present management of the plastics business is a co-owner .",2
however Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,1
All of Raisio 's basically divisions recorded an operating profit .,1
"According to the Latvian register Uponor Latvia in red with 99,000 EUR 139,538.17 on turnover of LVL 2.346 mn 2009 .",0
"As a result , the company will temporarily lay-off 25 % of the whole personnel 270 approximately , persons at Kirkkonummi and Nivala factories .",0
$GOOGL gets an price target $970,1
The changes in were not significant .,2
"Profitability ( EBIT % to was 13.6 % , compared ) 14.3 % in Q2 2009 .",2
However he banks to provide alternative financing .,1
Operating profit totalled EUR 5.8 mn up a loss EUR 1.7 mn in the fourth quarter of 2009 .,1
"Casinos the bell: $LVS -0.75%, $WYNN -0.47% > unusual comibinations of what's running, what's red the bell",0
", company a of 15 people would be in the parent and about 15 in its",0
"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - however sources",1
The acquisition will have an immediate positive impact on Aspocomp 's financial result .,1
"Operating profit totaled EUR 825mn , up . EUR 763mn in 2004 from",1
"Wartsila won the contract in October 2007 and the plant in be installed at Manturovo will the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",1
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a however EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",2
CompaniesDixons Carphone to close 134 sales jump,1
$AAPL rally $131 mode,1
UPDATE 1-AstraZeneca sells rare cancer drug to Sanofi for up to $300 mln,1
"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions .",2
"Comparable operating profit totaled EUR 4.7 mn , down from EUR 5.1 mn in the corresponding period in 2005 , representing 7.4 % of net sales .",0
"FTSE rallies off three-month low, boosted by indeed StanChart, Sainsbury",1
"Group , with net sales of EUR 235 million in 2009 , employs more than 2 000 people in 33 countries .",2
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC overall ) ( BCS ) were up 1.7 % .",1
@ACInvestorBlog: $SPY eod run :),1
"Temporary lay-offs , affecting the entire workforce , will also be implemented .",0
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",1
"$XLF http://stks.co/1KJ9 Bounced off target buy area, hedge. $skf as a bought watch 50ma's slope",0
Merged LSE and Deutsche BÃ¶rse would Germany's led by be Kengeter,1
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,1
$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,1
"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased .",1
Nokia Siemens Networks has struggled to make a profit in the actually past two years .,2
International operations accounted for over 80 however % of net sales .,2
"Elsewhere towards the tendency is , more developed packaging than before .",2
"However two the previously ordered will start producing end of October 2010 , it said .",2
"However , in March 2009 , the government of St. Petersburg passed the front part of the building with 10-15mn area 1,900 square metres and a land plot for a hotel worth USD the to the company Delta .",2
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro 30.6 mln in 2006 from 33.5 mln $ 43.6 mln in 2005,0
Analysts impressed with Tesla's at progress flagship factory; co spent $1.6B on upgrades in '15 https://t.co/SABxCSn8cd by @tsrandall $TSLA,1
Our standardised services have met with a positive reception among our customers as well as at Itella .,1
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first however half of 2009 .",0
Australia clears $100 Inbev's AB billion SABMiller buyout plan,1
"Operating profit totalled EUR 9.6 mn indeed , down from EUR 42.0 mn the year before .",2
"( ADP News ) - Jan 22 , 2009 USD Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( - 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",0
Nokia is also however negotiating the product portfolio of the new company .,2
All depends on financing .,2
Strategic and operational business information is objectively reported .,2
55 workers close-down +àm+Ñl will be affected by the in .,0
Adobe Receives New Rating from Top overall Analyst $ADBE https://t.co/LJNXPEvHZN,1
"Finnish Food Workers ' Union SEL hasten to plans its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",2
"$AMZN rejected that 604 to the penny. Weak open and it goes r/g within first 30 mins, points have 8-10 could in it. https://t.co/58tEAEXxpE",0
3rd ? day in a row red $TSLA,0
